category	name	definition
K02551	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	
K02552	menaquinone-specific isochorismate synthase [EC:5.4.4.2]	
K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	
K02594	homocitrate synthase NifV [EC:2.3.3.14]	
K02609	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]	
K02610	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB	
K02611	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]	
K02612	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD	
K02613	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	
K02619	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	
K02626	arginine decarboxylase [EC:4.1.1.19]	
K02636	cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]	
K02805	dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	
K02825	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	
K02851	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	
K02858	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	
K03077	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	
K03181	chorismate lyase [EC:4.1.3.40]	
K03274	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	
K03335	inosose dehydratase [EC:4.2.1.44]	
K03340	diaminopimelate dehydrogenase [EC:1.4.1.16]	
K03342	para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]	
K03394	precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	
K03396	S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]	
K03403	magnesium chelatase subunit H [EC:6.6.1.1]	
K03404	magnesium chelatase subunit D [EC:6.6.1.1]	
K03405	magnesium chelatase subunit I [EC:6.6.1.1]	
K03417	methylisocitrate lyase [EC:4.1.3.30]	
K03426	NAD+ diphosphatase [EC:3.6.1.22]	
K03428	magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]	
K03430	2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]	
K03431	phosphoglucosamine mutase [EC:5.4.2.10]	
K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	
K03472	D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]	
K03473	erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]	
K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	
K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	
K03527	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	
K03707	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	
K03737	pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	
K03777	D-lactate dehydrogenase (quinone) [EC:1.1.5.12]	
K03778	D-lactate dehydrogenase [EC:1.1.1.28]	
K03779	L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]	
K03780	L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]	
K03785	3-dehydroquinate dehydratase I [EC:4.2.1.10]	
K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	
K03794	sirohydrochlorin ferrochelatase [EC:4.99.1.4]	
K03852	sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]	
K03856	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	
K03918	L-lysine 6-transaminase [EC:2.6.1.36]	
K03921	acyl-[acyl-carrier protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]	
K03922	acyl-[acyl-carrier protein] desaturase [EC:1.14.19.2 1.14.19.-]	
K04040	chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]	
K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	
K04092	chorismate mutase [EC:5.4.99.5]	
K04093	chorismate mutase [EC:5.4.99.5]	
K04112	benzoyl-CoA reductase subunit C [EC:1.3.7.8]	
K04113	benzoyl-CoA reductase subunit B [EC:1.3.7.8]	
K04114	benzoyl-CoA reductase subunit A [EC:1.3.7.8]	
K04115	benzoyl-CoA reductase subunit D [EC:1.3.7.8]	
K04118	pimeloyl-CoA dehydrogenase large subunit [EC:1.3.1.62]	
K04486	histidinol-phosphatase (PHP family) [EC:3.1.3.15]	
K04516	chorismate mutase [EC:5.4.99.5]	
K04517	prephenate dehydrogenase [EC:1.3.1.12]	
K04561	nitric oxide reductase subunit B [EC:1.7.2.5]	
K04708	3-dehydrosphinganine reductase [EC:1.1.1.102]	
K04720	threonine-phosphate decarboxylase [EC:4.1.1.81]	
K04747	nitric oxide reductase NorF protein	
K04748	nitric oxide reductase NorQ protein	
K04765	nucleoside triphosphate diphosphatase [EC:3.6.1.9]	
K04835	methylaspartate ammonia-lyase [EC:4.3.1.2]	
K05306	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	
K05308	gluconate/galactonate dehydratase [EC:4.2.1.140]	
K05355	hexaprenyl diphosphate synthase [EC:2.5.1.82 2.5.1.83]	
K05356	all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]	
K05526	succinylglutamate desuccinylase [EC:3.5.1.96]	
K05602	histidinol-phosphatase [EC:3.1.3.15]	
K05712	3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]	
K05774	ribose 1,5-bisphosphokinase [EC:2.7.4.23]	
K05822	tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	
K05878	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	
K05879	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	
K05881	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]	
K05887	quinate/shikimate dehydrogenase [EC:1.1.1.282]	
K05942	citrate (Re)-synthase [EC:2.3.3.3]	
K05947	mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]	
K05953	nicotianamine synthase [EC:2.5.1.43]	
K05979	2-phosphosulfolactate phosphatase [EC:3.1.3.71]	
K06001	tryptophan synthase beta chain [EC:4.2.1.20]	
K06048	glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	
K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	
K06208	chorismate mutase [EC:5.4.99.5]	
K06209	chorismate mutase [EC:5.4.99.5]	
K06211	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	
K06447	succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]	
K06718	L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]	
K06720	L-ectoine synthase [EC:4.2.1.108]	
K06879	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	
K06966	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	
K07024	sucrose-6-phosphatase [EC:3.1.3.24]	
K07026	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	
K07127	5-hydroxyisourate hydrolase [EC:3.5.2.17]	
K07142	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	
K07160	5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]	
K07173	S-ribosylhomocysteine lyase [EC:4.4.1.21]	
K07251	thiamine kinase [EC:2.7.1.89]	
K07404	6-phosphogluconolactonase [EC:3.1.1.31]	
K07518	hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	
K07558	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72]	
K07749	formyl-CoA transferase [EC:2.8.3.16]	
K08096	GTP cyclohydrolase IIa [EC:3.5.4.29]	
K08302	tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]	
K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	
K08323	mannonate dehydratase [EC:4.2.1.8]	
K08678	UDP-glucuronate decarboxylase [EC:4.1.1.35]	
K08680	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]	
K08685	quinohemoprotein amine dehydrogenase [EC:1.4.9.1]	
K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	
K08967	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]	
K09007	GTP cyclohydrolase IB [EC:3.5.4.16]	
K09065	N-acetylornithine carbamoyltransferase [EC:2.1.3.9]	
K09457	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	
K09459	phosphonopyruvate decarboxylase [EC:4.1.1.82]	
K09834	tocopherol cyclase [EC:5.5.1.24]	
K09882	cobaltochelatase CobS [EC:6.6.1.2]	
K09883	cobaltochelatase CobT [EC:6.6.1.2]	
K10156	epi-isozizaene synthase [EC:4.2.3.37]	
K10206	LL-diaminopimelate aminotransferase [EC:2.6.1.83]	
K10524	nicotinamide/nicotinate riboside kinase [EC:2.7.1.22 2.7.1.173]	
K10811	thiamine pyridinylase [EC:2.5.1.2]	
K10977	methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]	
K11067	N-acetylglutamate synthase [EC:2.3.1.1]	
K11182	diamine oxidase [EC:1.4.3.22]	
K11204	glutamate--cysteine ligase catalytic subunit [EC:6.3.2.2]	
K11205	glutamate--cysteine ligase regulatory subunit	
K11214	sedoheptulokinase [EC:2.7.1.14]	
K11260	4Fe-4S ferredoxin	
K11261	formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]	
K11358	aspartate aminotransferase [EC:2.6.1.1]	
K11391	23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]	
K11395	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]	
K11528	UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23]	
K11540	carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]	
K11541	carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2]	
K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	
K11753	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	
K11755	phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31]	
K11787	phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1]	
K11788	phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1]	
K11808	phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]	
K12250	pentalenene synthase [EC:4.2.3.7]	
K12251	N-carbamoylputrescine amidase [EC:3.5.1.53]	
K12297	23S rRNA (guanine2069-N7)-methyltransferase / 23S rRNA (guanine2445-N2)-methyltransferase [EC:2.1.1.264 2.1.1.173]	
K12350	sphingomyelin phosphodiesterase [EC:3.1.4.12]	
K12351	sphingomyelin phosphodiesterase 2 [EC:3.1.4.12]	
K12352	sphingomyelin phosphodiesterase 3 [EC:3.1.4.12]	
K12353	sphingomyelin phosphodiesterase 4 [EC:3.1.4.12]	
K12354	ectonucleotide pyrophosphatase/phosphodiesterase family member 7 [EC:3.1.4.12]	
K12447	UDP-sugar pyrophosphorylase [EC:2.7.7.64]	
K12449	UDP-apiose/xylose synthase	
K12450	UDP-glucose 4,6-dehydratase [EC:4.2.1.76]	
K12506	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]	
K12524	bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	
K12525	bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]	
K12526	bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4]	
K12657	delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]	
K12661	L-rhamnonate dehydratase [EC:4.2.1.90]	
K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	
K13042	dimethylglycine N-methyltransferase [EC:2.1.1.161]	
K13069	diguanylate cyclase [EC:2.7.7.65]	
K13243	c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	
K13244	c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	
K13245	c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]	
K13246	c-di-GMP phosphodiesterase [EC:3.1.4.52]	
K13273	phosphomevalonate kinase [EC:2.7.4.2]	
K13290	serine---pyruvate transaminase [EC:2.6.1.51]	
K13421	uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23]	
K13484	5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]	
K13485	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	
K13497	anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]	
K13498	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	
K13501	anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27 4.1.1.48 5.3.1.24]	
K13540	precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]	
K13542	uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	
K13543	uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	
K13562	NAD(P)H:FMN oxidoreductase [EC:1.5.1.-]	
K13713	fusion protein PurCD [EC:6.3.2.6 6.3.4.13]	
K13786	cob(II)yrinic acid a,c-diamide reductase [EC:1.16.8.-]	
K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	
K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	
K13799	pantoate ligase / CMP/dCMP kinase [EC:6.3.2.1 2.7.4.25]	
K13800	UMP-CMP kinase [EC:2.7.4.14]	
K13809	UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14]	
K13829	shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]	
K13830	pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]	
K13832	3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]	
K13853	3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]	
K13937	hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]	
K13939	dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15]	
K13940	dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:4.1.2.25 2.7.6.3]	
K13941	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]	
K13950	para-aminobenzoate synthetase [EC:2.6.1.85]	
K13990	glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]	
K13998	dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45]	
K14152	phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]	
K14153	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]	
K14154	thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase [EC:2.5.1.3 2.7.1.50]	
K14170	chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]	
K14187	chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]	
K14267	N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]	
K14275	D-xylonate dehydratase [EC:4.2.1.82]	
K14454	aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]	
K14455	aspartate aminotransferase, mitochondrial [EC:2.6.1.1]	
K14541	urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]	
K14584	2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]	
K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	
K14656	FAD synthetase [EC:2.7.7.2]	
K14681	argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]	
K14682	amino-acid N-acetyltransferase [EC:2.3.1.1]	
K14727	3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]	
K14759	isochorismate synthase / 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase / o-succinylbenzoate synthase [EC:5.4.4.2 2.2.1.9 4.2.99.20 4.2.1.113]	
K14760	o-succinylbenzoate---CoA ligase [EC:6.2.1.26]	
K15228	methylamine dehydrogenase light chain [EC:1.4.9.1]	
K15229	methylamine dehydrogenase heavy chain [EC:1.4.9.1]	
K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	
K15789	threonine 3-dehydrogenase [EC:1.1.1.103]	
K15792	MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10]	
K15918	D-glycerate 3-kinase [EC:2.7.1.31]	
K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	
K16047	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase [EC:1.14.14.12]	
K16048	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase component [EC:1.5.1.-]	
K16049	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase [EC:1.13.11.25]	
K16157	methane monooxygenase component A alpha chain [EC:1.14.13.25]	
K16158	methane monooxygenase component A beta chain [EC:1.14.13.25]	
K16159	methane monooxygenase component A gamma chain [EC:1.14.13.25]	
K16160	methane monooxygenase regulatory protein B	
K16161	methane monooxygenase component C [EC:1.14.13.25]	
K16162	methane monooxygenase component D	
K16171	fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]	
K16329	pseudouridylate synthase [EC:4.2.1.70]	
K16330	pseudouridylate synthase / pseudouridine kinase [EC:4.2.1.70 2.7.1.83]	
K16371	D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ	
K16838	urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:1.7.3.3 4.1.1.97]	
K16840	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	
K16856	ureidoglycolate lyase [EC:4.3.2.3]	
K16881	mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]	
K16953	dimethylpropiothetin dethiomethylase [EC:4.4.1.3]	
K17104	phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]	
K17877	nitrite reductase (NAD(P)H) [EC:1.7.1.4]	
K18011	beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]	
K18012	L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]	
K18126	2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]	
K18240	chorismate lyase / 3-hydroxybenzoate synthase [EC:4.1.3.40 4.1.3.45]	
K18355	phenylglyoxylate dehydrogenase alpha subunit [EC:1.2.1.58]	
K18356	phenylglyoxylate dehydrogenase beta subunit [EC:1.2.1.58]	
K18357	phenylglyoxylate dehydrogenase gamma subunit [EC:1.2.1.58]	
K18358	phenylglyoxylate dehydrogenase delta subunit [EC:1.2.1.58]	
K18359	phenylglyoxylate dehydrogenase epsilon subunit [EC:1.2.1.58]	
K18365	4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]	
K18384	trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]	
K18482	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	
K18592	gamma-glutamyltranspeptidase / glutathione hydrolase / leukotriene-C4 hydrolase [EC:2.3.2.2 3.4.19.13 3.4.19.14]	
K18608	pyridoxamine---pyruvate transaminase [EC:2.6.1.30]	
K18609	pyridoxal 4-dehydrogenase [EC:1.1.1.107]	
K18610	4-pyridoxolactonase [EC:3.1.1.27]	
K18649	inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]	
K18859	succinate dehydrogenase subunit D	
K18860	succinate dehydrogenase subunit D	
K18911	L-histidine Nalpha-methyltransferase [EC:2.1.1.44]	
K18978	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]	
K19107	putative acetyltransferase [EC:2.3.1.-]	
K19268	methylaspartate mutase epsilon subunit [EC:5.4.99.1]	
K19269	phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]	
K19270	mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50]	
K19285	FMN reductase (NADPH) [EC:1.5.1.38]	
K19286	FMN reductase [NAD(P)H] [EC:1.5.1.39]	
K19302	undecaprenyl-diphosphatase [EC:3.6.1.27]	
K19562	bifunctional dethiobiotin synthetase / spermidine---8-amino-7-oxononanoate transaminase [EC:6.3.3.3 2.6.1.127]	
K19669	phosphonopyruvate hydrolase [EC:3.11.1.3]	
K19670	phosphonoacetate hydrolase [EC:3.11.1.2]	
K19712	adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]	
K19726	serine/homoserine O-acetyltransferase [EC:2.3.1.30 2.3.1.31]	
K19964	hydroxyisourate hydrolase [EC:3.5.2.17]	
K20023	L-talarate/galactarate dehydratase [EC:4.2.1.156 4.2.1.42]	
K20246	L-histidine Nalpha-methyltransferase / hercynylcysteine S-oxide synthase [EC:2.1.1.44 1.21.3.10]	
K20884	riboflavin kinase / FMN hydrolase [EC:2.7.1.26 3.1.3.102]	
K21219	hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]	
K21220	thiamine-phosphate diphosphorylase [EC:2.5.1.3]	
K21274	hexaprenyl diphosphate synthase small subunit [EC:2.5.1.83]	
K21275	hexaprenyl diphosphate synthase large subunit [EC:2.5.1.83]	
K21456	glutathione synthase [EC:6.3.2.3]	
K21551	tryptophan 2-C-methyltransferase [EC:2.1.1.106]	
K21621	tagatose kinase [EC:2.7.1.101]	
K22186	xylonate dehydratase [EC:4.2.1.82]	
K22223	phosphoglycolate phosphatase [EC:3.1.3.18]	
K22251	glycerol dehydrogenase [EC:1.1.1.6]	
K22305	phosphoserine phosphatase [EC:3.1.3.3]	
K22316	ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73]	
K22373	lactate racemase [EC:5.1.2.1]	
K22391	GTP cyclohydrolase I [EC:3.5.4.16]	
K22396	xylonate dehydratase [EC:4.2.1.82]	
K22476	N-acetylglutamate synthase [EC:2.3.1.1]	
K22477	N-acetylglutamate synthase [EC:2.3.1.1]	
K22478	bifunctional N-acetylglutamate synthase/kinase [EC:2.3.1.1 2.7.2.8]	
K22515	formate dehydrogenase beta subunit [EC:1.17.1.9]	
K22548	trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]	
K22920	UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	
K22949	FAD synthetase [EC:2.7.7.2]	
K23123	5-oxoprolinase (ATP-hydrolysing) subunit B [EC:3.5.2.9]	
K23124	5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]	
K23144	UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]	
K23264	phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]	
K23265	phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]	
K23269	phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]	
K23270	phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]	
K23304	serine O-acetyltransferase [EC:2.3.1.30]	
K23987	dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]	
K23999	phosphoenolpyruvate phosphomutase / 2-hydroxyethylphosphonate cytidylyltransferase [EC:5.4.2.9 2.7.7.104]	
K24017	phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]	
K24018	cyclohexadieny/prephenate dehydrogenase / 3-phosphoshikimate 1-carboxyvinyltransferase [EC:1.3.1.43 1.3.1.12 2.5.1.19]	
K24042	methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54]	
K24204	mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50 3.1.3.68]	
K24263	2-dehydropantoate 2-reductase [EC:1.1.1.169]	
K24866	precorrin-2 dehydrogenase [EC:1.3.1.76]	
K25004	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.53]	
K25009	methylenetetrahydrofolate reductase [NAD(P)H] [EC:1.5.1.20]	
K25031	gluconokinase [EC:2.7.1.12]	
K25528	phosphoserine phosphatase [EC:3.1.3.3]	
K25801	succinate dehydrogenase (ubiquinone) subunit 4	
K25995	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12]	
K25996	succinate dehydrogenase subunit C	
K26110	GMP reductase [EC:1.7.1.7]	
K26138	nitrite reductase [NAD(P)H] small subunit [EC:1.7.1.4]	
K26139	nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4]	
K26956	ADP-ribose/NAD+ diphosphatase [EC:3.6.1.13 3.6.1.22]	
K27542	arginine dihydrolase / ornithine cyclodeaminase [EC:3.5.3.27 4.3.1.12]	
