environment	category	r_squared
Terrestrial	map00340	0.2671795938854291
Terrestrial	map00350	0.1833093571095175
Terrestrial	map00360	0.127943184033366
Terrestrial	map00362	0.235316903033448
Terrestrial	map00400	0.2371596409805844
Terrestrial	map00440	0.0958191948916932
Terrestrial	map00470	0.148949986411599
Terrestrial	map00480	0.2091387055922343
Terrestrial	map00520	0.261381022948057
Terrestrial	map00521	0.1378611764345969
Terrestrial	map00525	0.0804049050114562
Terrestrial	map00541	0.0622016639076405
Terrestrial	map00550	0.0869002992084679
Terrestrial	map00552	0.0923484905804982
Terrestrial	map00561	0.2102775447454765
Terrestrial	map00562	0.2222724083616178
Terrestrial	map00620	0.2353829774809646
Terrestrial	map00630	0.2321154247456356
Terrestrial	map00643	0.1262401176262583
Terrestrial	map00650	0.2054056236139175
Terrestrial	map00660	0.3800598844111169
Terrestrial	map00670	0.2350472783184493
Terrestrial	map00680	0.0785701061812195
Terrestrial	map00720	0.2226408868205013
Terrestrial	map00730	0.1094188447745901
Terrestrial	map00740	0.3201591398629704
Terrestrial	map00760	0.1486047887231418
Terrestrial	map00770	0.1257780109343975
Terrestrial	map00780	0.1143638874440594
Terrestrial	map00790	0.1602125380072937
Terrestrial	map00860	0.3512508767759541
Terrestrial	map00900	0.2484828597224657
Terrestrial	map00910	0.2550283048166948
Terrestrial	map00984	0.0632349171582055
Terrestrial	map00998	0.2155845851279975
Terrestrial	map01040	0.1047766924623688
Terrestrial	map01053	0.1139497089801881
Terrestrial	map01055	0.0824614824153742
Terrestrial	map01100	0.5377480468778046
Terrestrial	map01110	0.4591995126303515
Terrestrial	map01120	0.4106917039382655
Terrestrial	map01200	0.1420335983469517
Terrestrial	map01210	0.1331897510551533
Terrestrial	map01212	0.1047766924623688
Terrestrial	map01220	0.2032364866046141
Terrestrial	map01230	0.2947037433592893
Terrestrial	map01232	0.1384962052061319
Terrestrial	map01240	0.4099939289578305
Terrestrial	map01250	0.2354114428009618
Mammals: Human	map00010	0.1422038166400787
Mammals: Human	map00020	0.2153192805115494
Mammals: Human	map00030	0.2982149131530096
Mammals: Human	map00040	0.216879090826542
Mammals: Human	map00051	0.1716040158814737
Mammals: Human	map00053	0.1802736797863509
Mammals: Human	map00061	0.0537639202672185
Mammals: Human	map00130	0.1316929604785417
Mammals: Human	map00220	0.3317644934067826
Mammals: Human	map00230	0.2856110781693948
Mammals: Human	map00240	0.0812097877145697
Mammals: Human	map00250	0.3335602566133663
Mammals: Human	map00260	0.3406915464101133
Mammals: Human	map00270	0.32960930393227
Mammals: Human	map00280	0.311077922216276
Mammals: Human	map00290	0.1612748998717962
Mammals: Human	map00300	0.3727026437217384
Mammals: Human	map00310	0.079779649870867
Mammals: Human	map00330	0.229182379452093
Mammals: Human	map00340	0.3309164373601443
Mammals: Human	map00350	0.1895199996501875
Mammals: Human	map00360	0.0766383820811121
Mammals: Human	map00362	0.2017560881796619
Mammals: Human	map00380	0.122190099653788
Mammals: Human	map00400	0.2699268191062945
Mammals: Human	map00430	0.0543004405636956
Mammals: Human	map00440	0.0644010168421593
Mammals: Human	map00470	0.4435415969727303
Mammals: Human	map00480	0.3976385823331533
Mammals: Human	map00520	0.1262851960370462
Mammals: Human	map00521	0.1403529685707373
Mammals: Human	map00523	0.0765926249188673
Mammals: Human	map00541	0.329368792404288
Mammals: Human	map00550	0.114190510922063
Mammals: Human	map00552	0.1429774979861022
Mammals: Human	map00561	0.058924800536062
Mammals: Human	map00562	0.2383488382884031
Mammals: Human	map00564	0.1963067882708399
Mammals: Human	map00566	0.0800555670374547
Mammals: Human	map00620	0.6131521777455458
Mammals: Human	map00621	0.1739129647617047
Mammals: Human	map00622	0.1739129647617047
Mammals: Human	map00630	0.5855016272293405
Mammals: Human	map00640	0.1895136397937863
Mammals: Human	map00643	0.1480659946794682
Mammals: Human	map00650	0.1686084845564859
Mammals: Human	map00660	0.2872673189304435
Mammals: Human	map00670	0.2912362448586953
Mammals: Human	map00680	0.2483698361485912
Mammals: Human	map00710	0.1459466026150114
Mammals: Human	map00720	0.4318951607973017
Mammals: Human	map00730	0.2314024361502678
Mammals: Human	map00740	0.1873156363626491
Mammals: Human	map00750	0.1426164884344474
Mammals: Human	map00760	0.1757859885300292
Mammals: Human	map00770	0.1523537083720996
Mammals: Human	map00780	0.1814048805901268
Mammals: Human	map00790	0.2966579569484094
Mammals: Human	map00791	0.0885398862178625
Mammals: Human	map00860	0.3138739698146999
Mammals: Human	map00900	0.1397361525513418
Mammals: Human	map00910	0.47467837780721
Mammals: Human	map00920	0.2184463065346062
Mammals: Human	map00984	0.3408716945548803
Mammals: Human	map00997	0.1644056749887988
Mammals: Human	map00998	0.0632159395517992
Mammals: Human	map01040	0.0537639202672185
Mammals: Human	map01053	0.2189342218919506
Mammals: Human	map01100	0.6899815978710244
Mammals: Human	map01110	0.5724856848871543
Mammals: Human	map01120	0.6821112636655208
Mammals: Human	map01200	0.5652742519015291
Mammals: Human	map01210	0.2855240374057332
Mammals: Human	map01212	0.0537639202672185
Mammals: Human	map01220	0.4076048291519427
Mammals: Human	map01230	0.4483975653236248
Mammals: Human	map01232	0.2044459552009015
Mammals: Human	map01240	0.5226255416624446
Mammals: Human	map01250	0.3292414803101917
Mammals: Human	map01310	0.128682961829598
Plants	map00010	0.1298259530874764
Plants	map00020	0.1080227978208463
Plants	map00030	0.2587027676770543
Plants	map00040	0.0807307110375145
Plants	map00051	0.1433656158626384
Plants	map00052	0.1033012931637752
Plants	map00220	0.3090476005842121
Plants	map00230	0.3123911504332853
Plants	map00240	0.2247317195003542
Plants	map00250	0.3903797539174071
Plants	map00260	0.3253401912466652
Plants	map00270	0.1718989529989442
Plants	map00280	0.24510372626704
Plants	map00300	0.1145983850806687
Plants	map00340	0.2918534284743641
Plants	map00350	0.2116669805894944
Plants	map00360	0.1393180660615668
Plants	map00362	0.2548774383806047
Plants	map00400	0.2164722321413217
Plants	map00430	0.0822812893051837
Plants	map00460	0.1246938366422394
Plants	map00470	0.0620989723811434
Plants	map00480	0.2003113999963089
Plants	map00500	0.1393125826447886
Plants	map00520	0.249842945923601
Plants	map00521	0.0781950561967615
Plants	map00541	0.1439841500887547
Plants	map00550	0.0827639209611451
Plants	map00552	0.0540157037667998
Plants	map00561	0.2385739943631769
Plants	map00562	0.1169271726886996
Plants	map00566	0.0791185364740337
Plants	map00600	0.1471518183131501
Plants	map00620	0.3015314401613798
Plants	map00626	0.1646891804523722
Plants	map00630	0.3557628503856388
Plants	map00643	0.1126125678700787
Plants	map00650	0.3185951102343985
Plants	map00670	0.3981620647078657
Plants	map00680	0.1768562454479785
Plants	map00710	0.1887132552462481
Plants	map00720	0.4117138000484819
Plants	map00730	0.1378567585897308
Plants	map00740	0.3891598766784826
Plants	map00760	0.1359897255044549
Plants	map00770	0.1715743879341977
Plants	map00790	0.1597451707289208
Plants	map00791	0.0582001724103253
Plants	map00860	0.4039239278932873
Plants	map00900	0.265172746988386
Plants	map00910	0.3399238335932889
Plants	map00998	0.0991577061302118
Plants	map01053	0.0651032998998027
Plants	map01100	0.5498253433315599
Plants	map01110	0.4704599815763802
Plants	map01120	0.5287530747138378
Plants	map01200	0.3975834613779866
Plants	map01210	0.20199237498963
Plants	map01220	0.1958011086881309
Plants	map01230	0.4602212151206436
Plants	map01232	0.1226239420568168
Plants	map01240	0.4766098488441961
Plants	map01250	0.2458407884087533
Plants	map01320	0.0599668178573953
Mammals	map00010	0.1010858598082869
Mammals	map00020	0.0540763681080814
Mammals	map00030	0.2336062218118392
Mammals	map00040	0.1528125726021936
Mammals	map00051	0.1988383927627336
Mammals	map00053	0.1002079639919467
Mammals	map00220	0.2303860816851408
Mammals	map00230	0.1797100512504035
Mammals	map00240	0.1080488856136331
Mammals	map00250	0.2828249152414133
Mammals	map00260	0.2952595824922941
Mammals	map00270	0.3061612149801079
Mammals	map00280	0.0820012486535207
Mammals	map00290	0.2132465115091322
Mammals	map00300	0.0996960532040679
Mammals	map00330	0.119755173582328
Mammals	map00340	0.2259168948529607
Mammals	map00350	0.2452325482630772
Mammals	map00360	0.1357521997882845
Mammals	map00362	0.0982045431003919
Mammals	map00400	0.1596980149645364
Mammals	map00440	0.0832166308839302
Mammals	map00470	0.3669492924387215
Mammals	map00480	0.2410521914671797
Mammals	map00500	0.0508141845417121
Mammals	map00520	0.1981629848428652
Mammals	map00521	0.0873368451943753
Mammals	map00525	0.0955725517390055
Mammals	map00541	0.114061296979317
Mammals	map00550	0.1498469994036717
Mammals	map00552	0.1301645385069301
Mammals	map00561	0.1093979974397766
Mammals	map00562	0.1515125371105593
Mammals	map00566	0.084781501899372
Mammals	map00620	0.3209707768628507
Mammals	map00630	0.3509155287140948
Mammals	map00643	0.3612472872247934
Mammals	map00650	0.1494100191376531
Mammals	map00670	0.3284054266954732
Mammals	map00680	0.0702442183479944
Mammals	map00720	0.2600488529224066
Mammals	map00740	0.0628842394379789
Mammals	map00750	0.1312932537127989
Mammals	map00760	0.1466795606695433
Mammals	map00770	0.1178177780648165
Mammals	map00780	0.0542325669601215
Mammals	map00791	0.1600869492662403
Mammals	map00860	0.0931644704162366
Mammals	map00910	0.3985967792837772
Mammals	map00920	0.1199723652623941
Mammals	map00997	0.5511181141375436
Mammals	map00998	0.1018768037733807
Mammals	map01053	0.123154444729689
Mammals	map01055	0.0619140113640171
Mammals	map01100	0.5870592795371854
Mammals	map01110	0.4277676166543073
Mammals	map01120	0.5108640558516606
Mammals	map01200	0.3979185663085699
Mammals	map01210	0.1789311930709626
Mammals	map01220	0.250383979373199
Mammals	map01230	0.4012725025987954
Mammals	map01232	0.1643206452802192
Mammals	map01240	0.2344391396127428
Mammals	map01250	0.2545549407183037
Mammals	map01310	0.129881315849543
Food production	map00010	0.0671638964132961
Food production	map00020	0.0544947419486196
Food production	map00030	0.0978718386545114
Food production	map00051	0.1859196800619562
Food production	map00053	0.092423432526649
Food production	map00220	0.369911830454081
Food production	map00230	0.2133204308207276
Food production	map00250	0.2862498647165716
Food production	map00260	0.3535325837910239
Food production	map00270	0.2234414983343097
Food production	map00280	0.098793061612734
Food production	map00290	0.063399005739313
Food production	map00300	0.2302654696614352
Food production	map00330	0.3973438998424748
Food production	map00340	0.1958843023078935
Food production	map00350	0.3157677506658946
Food production	map00362	0.1330714926525006
Food production	map00400	0.1939428359197059
Food production	map00440	0.1345920910048436
Food production	map00470	0.3059560307958799
Food production	map00480	0.2987773883941951
Food production	map00525	0.0568812676769183
Food production	map00541	0.2754116863337387
Food production	map00552	0.0915980187340756
Food production	map00562	0.0849144850680556
Food production	map00564	0.0626632607701522
Food production	map00620	0.4731094461321746
Food production	map00625	0.4075454345941126
Food production	map00630	0.4591805842009392
Food production	map00640	0.190049620980528
Food production	map00643	0.2473645600547381
Food production	map00650	0.1207149605471176
Food production	map00670	0.3167407540461853
Food production	map00680	0.3064205602706189
Food production	map00710	0.0942613445705845
Food production	map00720	0.2922330451461162
Food production	map00730	0.0712918006322286
Food production	map00740	0.2410541974653028
Food production	map00750	0.1007060101526942
Food production	map00770	0.0933294170944971
Food production	map00780	0.2009997764937154
Food production	map00790	0.4458244934148873
Food production	map00860	0.3587278240806395
Food production	map00910	0.3259423591058888
Food production	map00920	0.4093613109816159
Food production	map00970	0.0511900140807283
Food production	map00998	0.2653072073406386
Food production	map01053	0.3235960457979019
Food production	map01055	0.0721562329097468
Food production	map01100	0.6681590449087289
Food production	map01110	0.5257277007116266
Food production	map01120	0.6454990463290149
Food production	map01200	0.5628917681641592
Food production	map01210	0.2206815956955082
Food production	map01220	0.1732768042887827
Food production	map01230	0.3807268450745591
Food production	map01232	0.3011399524716504
Food production	map01240	0.4736689150401558
Food production	map01250	0.2784785518279696
Food production	map01320	0.1686570662684076
Wastewater	map00030	0.3640834592150357
Wastewater	map00040	0.2300248614988694
Wastewater	map00051	0.0565415349554828
Wastewater	map00053	0.1918225587807122
Wastewater	map00220	0.0901064434938014
Wastewater	map00230	0.2236873245875597
Wastewater	map00240	0.0863730305953474
Wastewater	map00250	0.0887937503015524
Wastewater	map00260	0.320725259345038
Wastewater	map00270	0.2433913828802456
Wastewater	map00290	0.091172765957657
Wastewater	map00300	0.1869976715023013
Wastewater	map00330	0.0580236028200278
Wastewater	map00340	0.4167328883678522
Wastewater	map00360	0.148602303263015
Wastewater	map00400	0.1831144766453493
Wastewater	map00460	0.0858493608827714
Wastewater	map00480	0.2638535244041778
Wastewater	map00520	0.0772445541223212
Wastewater	map00541	0.1104929797438846
Wastewater	map00552	0.0839569855937756
Wastewater	map00561	0.1719556032426243
Wastewater	map00562	0.135604212919171
Wastewater	map00566	0.1898116275568289
Wastewater	map00620	0.2679476222487773
Wastewater	map00621	0.0863785568021381
Wastewater	map00622	0.0863785568021381
Wastewater	map00630	0.4198265880827136
Wastewater	map00640	0.1162691188974941
Wastewater	map00650	0.1084513531458589
Wastewater	map00670	0.2469976635478032
Wastewater	map00680	0.2570637026692869
Wastewater	map00720	0.2539827066348725
Wastewater	map00740	0.1903039926705887
Wastewater	map00760	0.3542738922235761
Wastewater	map00770	0.1189420896281816
Wastewater	map00790	0.1230593895885371
Wastewater	map00860	0.2999539947955149
Wastewater	map00900	0.0911130960840945
Wastewater	map00910	0.2318781239589253
Wastewater	map00920	0.2291872612999717
Wastewater	map00998	0.16249026595417
Wastewater	map01100	0.6360643668707484
Wastewater	map01110	0.3792796060523715
Wastewater	map01120	0.5358358512395491
Wastewater	map01200	0.379375861845143
Wastewater	map01210	0.1484375642704065
Wastewater	map01230	0.3887601919252738
Wastewater	map01232	0.1208595940746518
Wastewater	map01240	0.3502422621597106
Wastewater	map01250	0.1400921807367919
Wastewater	map01310	0.0831446264058407
Birds	map00010	0.127389532294966
Birds	map00020	0.2627426271509115
Birds	map00030	0.248247423938841
Birds	map00040	0.1085804830535157
Birds	map00051	0.121952017108856
Birds	map00053	0.2058968894335388
Birds	map00240	0.2323810504397651
Birds	map00250	0.3570847289856086
Birds	map00260	0.318950497932965
Birds	map00261	0.229191782749128
Birds	map00270	0.339936926826021
Birds	map00290	0.1066574763409099
Birds	map00300	0.104683341216704
Birds	map00330	0.1298992808413231
Birds	map00340	0.3494182510023322
Birds	map00350	0.10153054266581
Birds	map00400	0.0646905394778353
Birds	map00450	0.126367428271834
Birds	map00470	0.4314762093883546
Birds	map00480	0.1163039338870677
Birds	map00500	0.1297509086312993
Birds	map00520	0.1175509183116692
Birds	map00523	0.0686594254102922
Birds	map00525	0.1286162002726968
Birds	map00541	0.384268633911656
Birds	map00550	0.1454406688890329
Birds	map00552	0.1650025992818041
Birds	map00566	0.1792790102570275
Birds	map00620	0.5662295785976513
Birds	map00630	0.2025396486478299
Birds	map00670	0.1664693856002536
Birds	map00710	0.1495247297042374
Birds	map00720	0.5268425488683155
Birds	map00730	0.4377783593825124
Birds	map00740	0.137193376707121
Birds	map00770	0.4058647139940635
Birds	map00780	0.0814505106912519
Birds	map00790	0.0590586537340953
Birds	map00910	0.0533040314946767
Birds	map00920	0.1307778986197471
Birds	map00970	0.1625902670602649
Birds	map00998	0.1598085932380871
Birds	map01055	0.0728810608945588
Birds	map01100	0.531031057240322
Birds	map01110	0.36493745828132
Birds	map01120	0.4766939738168412
Birds	map01200	0.4436766482382306
Birds	map01210	0.2549954796766821
Birds	map01230	0.308682474407584
Birds	map01232	0.2082108736531327
Birds	map01240	0.4175394213930107
Birds	map01250	0.3623089481928613
